Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
541,Tazza: One-Eyed Jack,-,-,-,"$97,655",22,"$97,655",Sep 20,Well Go USA Entertainment,false
542,The Song of Names,-,-,-,"$94,221",182,"$1,077,584",Dec 25,Sony Pictures Classics,false
543,The Image Book,-,-,-,"$94,153",33,"$94,153",Jan 25,Kino Lorber,false
544,Margaret Atwood: Live in Cinemas,-,-,-,"$93,690",499,"$93,690",Sep 10,Fathom Events,false
545,Rojo,-,-,-,"$92,396",7,"$94,757",Jul 12,Distrib Films,false
546,Always Miss You,-,-,-,"$91,884",14,"$91,884",May 3,China Lion Film Distribution,false
547,Mapplethorpe,-,-,-,"$91,002",19,"$91,002",Mar 1,The Samuel Goldwyn Company,false
548,The Crossing,-,-,-,"$90,896",28,"$90,896",Mar 15,-,false
549,Loopers: The Caddie's Long Walk,-,-,-,"$90,679",68,"$90,679",Jun 7,Gravitas Ventures,false
550,My Dear Liar,-,-,-,"$90,545",29,"$90,545",Nov 8,CMC Pictures,false
551,"A Bigger Splash
2019 Re-release",-,-,-,"$90,414",11,"$95,826",Jun 21,Metrograph Pictures,false
552,Sound! Euphonium the Movie - Our Promise: A Brand New Day,-,-,-,"$90,341",445,"$90,341",Jul 11,Fathom Events,false
553,Varda by Agnès,-,-,-,"$89,993",10,"$160,765",Nov 22,Janus Films,false
554,Take Point,-,-,-,"$89,650",25,"$112,386",Dec 27,CJ Entertainment,false
555,Ramen Shop,-,-,-,"$88,455",10,"$88,455",Mar 22,Strand Releasing,false
556,The Lumber Baron,-,-,-,"$88,336",11,"$88,336",May 24,Indican Pictures,false
557,Jim Allison: Breakthrough,-,-,-,"$87,984",10,"$87,984",Sep 27,Dada Films,false
558,ECCO,-,-,-,"$86,858",155,"$86,858",Aug 9,Citadel Film Group,false
559,Sonchiriya,-,-,-,"$86,765",70,"$86,765",Mar 1,-,false
560,The Chambermaid,-,-,-,"$86,422",5,"$86,422",Jun 28,Kino Lorber,false
561,National Theater Live: Cyrano de Bergerac,-,-,-,"$86,300",301,"$86,300",Jan 23,Fathom Events,false
562,Mayday Life,-,-,-,"$85,912",11,"$85,912",May 31,China Lion Film Distribution,false
563,Skid Row Marathon,-,-,-,"$84,997",438,"$84,997",Oct 14,Fathom Events,false
564,The Third Wife,-,-,-,"$84,933",8,"$84,933",May 15,Film Movement,false
565,Papi Chulo,-,-,-,"$84,703",16,"$84,703",Jun 7,Blue Fox Entertainment,false
566,Woodstock,-,-,-,"$84,440",11,"$84,440",May 24,PBS Distribution,false
567,"Once Upon a Deadpool
2018 Re-release",-,-,-,"$84,300","1,566","$6,100,309",Dec 12,Twentieth Century Fox,false
568,Looking Up,-,-,-,"$84,267",13,"$84,267",Jul 19,China Lion Film Distribution,false
569,"High Strung Free Dance
2019 Re-release",-,-,-,"$83,891",106,"$83,891",Oct 11,Atlas Distribution Company,false
570,Ms. Purple,-,-,-,"$80,657",23,"$80,657",Sep 6,Oscilloscope,false
571,The Old Man & the Gun,-,-,-,"$80,104","1,042","$11,277,120",Sep 28,Fox Searchlight Pictures,false
572,Swing Kids,-,-,-,"$79,527",21,"$222,001",Dec 21,Well Go USA Entertainment,false
573,Saint Judy,-,-,-,"$78,935",55,"$78,935",Mar 1,Blue Fox Entertainment,false
574,The Heiresses,-,-,-,"$78,473",6,"$78,473",Jan 16,Distrib Films,false
575,A Faithful Man,-,-,-,"$78,183",6,"$77,491",Jul 19,Kino Lorber,false
576,Ploey,-,-,-,"$77,815",20,"$77,815",Apr 26,Viva Pictures,false
577,Fast Color,-,-,-,"$76,916",25,"$76,916",Apr 19,Lionsgate,false
578,Christ Stopped at Eboli,-,-,-,"$76,906",3,"$78,736",Apr 3,Rialto Pictures,false
579,Triple Threat,-,-,-,"$76,289",12,"$76,289",Mar 19,Well Go USA Entertainment,false
580,"Hale County This Morning, This Evening",-,-,-,"$74,958",8,"$112,282",Sep 14,The Cinema Guild,false
581,Savage,-,-,-,"$74,491",19,"$74,491",May 3,Well Go USA Entertainment,false
582,5B,-,-,-,"$72,968",128,"$72,968",Jun 14,-,false
583,Working Woman,-,-,-,"$72,568",7,"$64,048",Mar 27,Zeitgeist Films,false
584,Cliffs of Freedom,-,-,-,"$72,476",10,"$72,476",Mar 1,Round Hill Media,false
585,3 Faces,-,-,-,"$72,324",7,"$72,324",Mar 8,Kino Lorber,false
586,Storm Boy,-,-,-,"$71,760",56,"$71,760",Apr 5,Good Deed Entertainment,false
587,"Free Trip to Egypt
2019 Re-release",-,-,-,"$71,087",447,"$71,087",Jun 12,Fathom Events,false
588,The Battle of Jangsari,-,-,-,"$70,853",20,"$70,853",Oct 4,Well Go USA Entertainment,false
589,Styx,-,-,-,"$70,794",17,"$70,794",Feb 27,Film Movement,false
590,"Batman Returns
2019 Re-release",-,-,-,"$70,642",507,"$70,642",May 6,Fathom Events,false
591,Edie,-,-,-,"$70,138",11,"$71,790",Sep 6,Music Box Films,false
592,Diamantino,-,-,-,"$70,088",5,"$70,088",May 24,Kino Lorber,false
593,The Body,-,-,-,"$68,196",78,"$68,196",Dec 13,Eros International,false
594,The Silence of Others,-,-,-,"$67,986",6,"$67,986",May 8,Argot Pictures,false
595,The Divine Move 2: The Wrathful,-,-,-,"$67,578",10,"$67,578",Nov 15,CJ Entertainment,false
596,Being Frank,-,-,-,"$67,343",13,"$67,343",Jun 14,The Film Arcade,false
597,Cunningham,-,-,-,"$65,446",23,"$265,102",Dec 13,Magnolia Pictures,false
598,This Changes Everything,-,-,-,"$64,988",367,"$64,988",Jul 22,Fathom Events,false
599,End of the Century,-,-,-,"$64,880",6,"$66,309",Aug 16,The Cinema Guild,false
600,Beautiful Boy,-,-,-,"$62,360",776,"$7,649,973",Oct 12,Amazon Studios,false
601,Sauvage / Wild,-,-,-,"$61,604",7,"$61,604",Apr 10,Strand Releasing,false
602,The Mountain,-,-,-,"$61,385",15,"$61,035",Jul 26,Kino Lorber,false
603,"Last Year at Marienbad
2019 Re-release",-,-,-,"$60,884",5,"$63,425",May 17,Janus Films,false
604,By the Grace of God,-,-,-,"$60,748",11,"$67,059",Oct 18,Music Box Films,false
605,John Fogerty: 50 Year Trip - Live at Red Rocks,-,-,-,"$59,795",459,"$59,795",Nov 11,Fathom Events,false
606,Mickey and the Bear,-,-,-,"$57,188",22,"$57,188",Nov 15,Utopia,false
607,Heavy Water,-,-,-,"$55,446",284,"$55,446",Jun 13,Fathom Events,false
608,Maria By Callas,-,-,-,"$53,405",149,"$1,267,301",Nov 2,Sony Pictures Classics,false
609,The Hate U Give,-,-,-,"$53,108","2,375","$29,719,483",Oct 5,Twentieth Century Fox,false
610,Plácido Domingo Gala,-,-,-,"$52,502",217,"$52,502",Sep 7,Fathom Events,false
611,One Cut of the Dead,-,-,-,"$52,406",7,"$52,406",Sep 13,Variance Films,false
612,QT8: The First Eight,-,-,-,"$51,896",459,"$51,896",Oct 21,Fathom Events,false
613,Greener Grass,-,-,-,"$51,456",36,"$51,456",Oct 18,IFC Films,false
614,"Cyrano, My Love",-,-,-,"$51,419",18,"$351,019",Feb 8,Roadside Attractions,false
615,Making Waves: The Art of Cinematic Sound,-,-,-,"$51,254",11,"$53,144",Oct 25,Matson Films,false
616,Ophelia,-,-,-,"$50,722",58,"$50,722",Jun 28,IFC Films,false
617,Clinton Road,-,-,-,"$50,400",10,"$50,400",Jun 14,Nocturnal Features,false
618,"Love, Antosha",-,-,-,"$50,168",10,"$50,168",Aug 2,-,false
619,Free Trip to Egypt,-,-,-,"$49,693",5,"$49,693",May 31,-,false
620,The Bounty Killer,-,-,-,"$48,815",15,"$48,815",Jan 25,Indican Pictures,false
621,The Final Wish,-,-,-,"$48,095",150,"$25,183",Jan 24,Fathom Events,false
622,The Queen,-,-,-,"$47,818",7,"$47,818",Jun 28,Kino Lorber,false
623,Becoming Astrid,-,-,-,"$47,684",16,"$120,486",Nov 23,Music Box Films,false
624,Under the Silver Lake,-,-,-,"$46,083",2,"$46,083",Apr 19,A24,false
625,Sympathy for the Devil,-,-,-,"$45,927",8,"$51,150",Nov 29,-,false
626,¡He matado a mi marido!,-,-,-,"$45,777",11,"$45,777",Mar 1,Hammond Entertainment,false
627,High on the Hog,-,-,-,"$45,696",6,"$45,696",Apr 19,Indican Pictures,false
628,The Proposal,-,-,-,"$45,149",6,"$45,149",May 24,Oscilloscope,false
629,What Is Democracy?,-,-,-,"$44,536",6,"$44,536",Jan 16,Zeitgeist Films,false
630,"Maze
2019 Re-release",-,-,-,"$44,381",9,"$44,381",Mar 22,Lightyear Entertainment,false
631,American Dharma,-,-,-,"$44,376",11,"$51,891",Nov 1,Utopia,false
632,Carmine Street Guitars,-,-,-,"$44,253",5,"$44,253",Apr 24,Abramorama,false
633,"The Star
2019 Re-release",-,-,-,"$43,510",623,"$43,510",Dec 7,Sony Pictures Entertainment (SPE),false
634,Fagara,-,-,-,"$43,417",13,"$43,417",Sep 13,China Lion Film Distribution,false
635,Immortal Hero,-,-,-,"$43,007",12,"$43,007",Oct 18,Freestyle Releasing,false
636,Vita & Virginia,-,-,-,"$42,741",32,"$42,741",Aug 23,IFC Films,false
637,For Sama,-,-,-,"$41,633",4,"$43,796",Jul 26,PBS Distribution,false
638,Midnight Traveler,-,-,-,"$41,265",7,"$41,265",Sep 18,Oscilloscope,false
639,Clemency,-,-,-,"$40,736",127,"$364,716",Dec 27,Neon,false
640,Charlie Says,-,-,-,"$40,685",38,"$40,685",May 10,IFC Films,false
641,Slut in a Good Way,-,-,-,"$40,513",7,"$40,513",Mar 28,Comedy Dynamics,false
642,Aniara,-,-,-,"$40,124",19,"$40,124",May 17,Magnolia Pictures,false
643,Zilla and Zoe,-,-,-,"$39,003",5,"$39,003",May 17,Indican Pictures,false
644,Shed of the Dead,-,-,-,"$38,901",10,"$38,901",May 17,Indican Pictures,false
645,The Raft,-,-,-,"$38,723",8,"$39,678",Jun 7,Metrograph Pictures,false
646,The Cave,-,-,-,"$38,153",10,"$62,625",Oct 18,National Geographic Entertainment,false
647,"Batman Forever
2019 Re-release",-,-,-,"$38,014",434,"$38,014",May 12,Fathom Events,false
648,Union,-,-,-,"$37,362",6,"$41,656",Aug 2,Indican Pictures,false
649,The Quiet One,-,-,-,"$37,010",13,"$37,010",Jun 21,IFC Films,false
650,The Death of Dick Long,-,-,-,"$36,856",30,"$36,856",Sep 27,A24,false
651,Britt-Marie Was Here,-,-,-,"$36,408",11,"$36,549",Sep 20,Cohen Media Group,false
652,The Sower,-,-,-,"$36,233",5,"$36,233",Mar 1,Film Movement,false
653,Buñuel in the Labyrinth of the Turtles,-,-,-,"$36,205",8,"$36,205",Aug 16,GKIDS,false
654,Yardie,-,-,-,"$36,012",77,"$36,012",Mar 15,Rialto Pictures,false
655,Loro,-,-,-,"$35,613",11,"$35,613",Sep 20,IFC Films,false
656,White Snake,-,-,-,"$34,730",21,"$34,730",Nov 15,GKIDS,false
657,Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,-,-,-,"$34,135",30,"$34,135",Aug 5,FUNimation Entertainment,false
658,The Wild Pear Tree,-,-,-,"$34,014",5,"$34,014",Jan 30,The Cinema Guild,false
659,Killer Unicorn,-,-,-,"$33,901",5,"$33,901",Jun 14,Indican Pictures,false
660,Moonlight Sonata: Deafness in Three Movements,-,-,-,"$33,841",12,"$33,823",Sep 13,Abramorama,false
661,An Elephant Sitting Still,-,-,-,"$32,556",2,"$32,556",Mar 8,-,false
662,Knife + Heart,-,-,-,"$32,516",6,"$32,516",Mar 15,Altered Innocence,false
663,An Acceptable Loss,-,-,-,"$32,427",25,"$32,427",Jan 18,IFC Films,false
664,10E,-,-,-,"$32,413",2,"$32,413",Sep 27,-,false
665,Ága,-,-,-,"$31,982",3,"$35,178",Sep 4,Big World Pictures,false
666,Desolation Center,-,-,-,"$31,965",10,"$32,016",Sep 13,Matson Films,false
667,Gift,-,-,-,"$31,618",10,"$31,588",Oct 11,Matson Films,false
668,Buddy,-,-,-,"$31,203",4,"$31,203",Mar 20,Grasshopper Film,false
669,Horn from the Heart: The Paul Butterfield Story,-,-,-,"$30,815",2,"$58,597",Oct 17,Abramorama,false
670,"Pasolini
2019 Re-release",-,-,-,"$30,757",4,"$30,757",May 10,Kino Lorber,false
671,Space Station 3D,-,-,-,"$30,655",64,"$93,383,953",Apr 19,IMAX,false
672,Sorry Angel,-,-,-,"$30,628",4,"$30,628",Feb 15,Strand Releasing,false
673,Los Reyes,-,-,-,"$30,418",4,"$30,418",Aug 16,Grasshopper Film,false
674,The Nun,-,-,-,"$30,245",5,"$30,245",Jan 4,Rialto Pictures,false
675,Deep Sea,-,-,-,"$30,181",47,"$46,412,757",Mar 3,Warner Bros.,false
676,Lionel Richie at Glastonbury,-,-,-,"$30,123",288,"$30,123",Nov 19,Fathom Events,false
677,The Ground Beneath My Feet,-,-,-,"$29,585",4,"$29,251",Jul 26,Strand Releasing,false
678,Vault,-,-,-,"$29,491",2,"$29,491",Jun 7,-,false
679,Sometimes Always Never,-,-,-,"$29,084",22,"$39,191",Jun 12,Blue Fox Entertainment,false
680,Recorder: The Marion Stokes Project,-,-,-,"$28,681",5,"$55,632",Nov 15,Zeitgeist Films,false
681,"Batman & Robin
2019 Re-release",-,-,-,"$28,597",429,"$28,597",May 14,Fathom Events,false
682,In the Aisles,-,-,-,"$28,394",6,"$28,394",Jun 14,Music Box Films,false
683,Hotel by the River,-,-,-,"$28,354",4,"$28,354",Feb 15,The Cinema Guild,false
684,The Wind,-,-,-,"$28,252",30,"$28,252",Apr 5,IFC Films,false
685,The Load,-,-,-,"$28,118",2,"$28,410",Aug 30,Grasshopper Film,false
686,"El Norte
2019 Re-release",-,-,-,"$27,920",179,"$27,920",Sep 15,Fathom Events,false
687,"Kind Hearts and Coronets
2019 Re-release",-,-,-,"$27,523",3,"$35,948",Nov 27,Rialto Pictures,false
688,"Leaving Home, Coming Home: A Portrait of Robert Frank",-,-,-,"$27,073",3,"$27,073",May 29,Greenwich Entertainment,false
689,The Day Shall Come,-,-,-,"$26,972",30,"$26,972",Sep 27,IFC Films,false
690,Memory: The Origins of Alien,-,-,-,"$26,643",19,"$31,378",Oct 4,Screen Media Films,false
691,Wrestle,-,-,-,"$26,597",5,"$26,597",Feb 22,Oscilloscope,false
692,Donnybrook,-,-,-,"$26,284",80,"$26,284",Feb 15,IFC Films,false
693,Neither Wolf Nor Dog,-,-,-,"$25,413",1,"$606,511",Jan 20,InYo Entertainment,false
694,Asako I & II,-,-,-,"$25,328",3,"$25,559",May 17,Grasshopper Film,false
695,Return of the Hero,-,-,-,"$25,004",3,"$37,108",Aug 30,Distrib Films,false
696,Invisible Life,-,-,-,"$24,219",18,"$146,535",Dec 20,Amazon Studios,false
697,Chasing Einstein,-,-,-,"$24,057",4,"$24,057",Sep 13,Atlas Distribution Company,false
698,Vox Lux,-,-,-,"$24,054",325,"$727,119",Dec 7,Neon,false
699,Piranhas,-,-,-,"$23,494",10,"$23,494",Aug 2,Music Box Films,false
700,Wildlife,-,-,-,"$22,999",105,"$1,050,616",Oct 19,IFC Films,false
701,Celebration,-,-,-,"$22,557",1,"$22,557",Oct 2,-,false
702,Night School,-,-,-,"$22,550","3,019","$77,339,130",Sep 28,Universal Pictures,false
703,Hyenas,-,-,-,"$22,444",4,"$24,672",Apr 19,Metrograph Pictures,false
704,Light from Light,-,-,-,"$22,331",5,"$24,808",Nov 1,Grasshopper Film,false
705,Island of Lemurs: Madagascar,-,-,-,"$22,310",302,"$11,272,213",Apr 4,Warner Bros.,false
706,Jane and Emma,-,-,-,"$22,261",29,"$380,030",Oct 12,Excel Entertainment,false
707,Wicked Witches,-,-,-,"$21,600",10,"$21,600",Aug 9,Nocturnal Features,false
708,The Hole in the Ground,-,-,-,"$21,072",24,"$21,072",Mar 1,A24,false
709,Redoubt,-,-,-,"$20,878",3,"$33,155",Nov 1,Grasshopper Film,false
710,The Gospel of Eureka,-,-,-,"$20,578",3,"$20,039",Feb 8,Kino Lorber,false
711,The All Americans,-,-,-,"$20,322",5,"$20,324",Nov 8,Abramorama,false
712,Light of My Life,-,-,-,"$20,056",68,"$20,056",Aug 9,Saban Films,false
713,General Magic,-,-,-,"$20,046",5,"$20,046",May 10,Gravitas Ventures,false
714,The Sound of Silence,-,-,-,"$20,013",31,"$20,013",Sep 13,IFC Films,false
715,Prassthanam,-,-,-,"$19,984",32,"$19,984",Sep 20,-,false
716,The Perfect Race,-,-,-,"$19,809",2,"$29,644",Oct 14,Five & Two Pictures,false
717,Armstrong,-,-,-,"$19,740",45,"$19,740",Jul 12,Gravitas Ventures,false
718,Girls of the Sun,-,-,-,"$19,712",11,"$19,712",Apr 12,Cohen Media Group,false
719,Out of Blue,-,-,-,"$18,779",35,"$18,779",Mar 22,IFC Films,false
720,Black Mother,-,-,-,"$18,762",4,"$18,762",Mar 9,Grasshopper Film,false
721,Before Stonewall,-,-,-,"$18,724",2,"$18,724",Jun 21,First Run,false
722,"The Return of Martin Guerre
2019 Re-release",-,-,-,"$18,603",2,"$18,603",Jul 5,Cohen Media Group,false
723,Midnight Diner,-,-,-,"$18,555",13,"$18,555",Sep 20,Well Go USA Entertainment,false
724,"Phoenix, Oregon
Pre-Release Tour",-,-,-,"$18,356",6,"$18,356",May 2,Joma Films,false
725,The Cranes Are Flying,-,-,-,"$17,923",2,"$17,923",Jul 12,Janus Films,false
726,The House That Jack Built,-,-,-,"$17,763",32,"$87,993",Dec 14,IFC Films,false
727,Citizen K,-,-,-,"$17,704",15,"$120,411",Nov 22,Greenwich Entertainment,false
728,Ode to Joy,-,-,-,"$17,303",16,"$17,303",Aug 9,IFC Films,false
729,Scandalous: The True Story of the National Enquirer,-,-,-,"$17,085",13,"$18,759",Nov 15,Magnolia Pictures,false
730,Joseph Pulitzer: Voice of the People,-,-,-,"$16,970",5,"$16,970",Mar 1,First Run,false
731,Balloon,-,-,-,"$16,792",5,"$34,222",Sep 6,Distrib Films,false
732,Too Late to Die Young,-,-,-,"$16,591",4,"$16,591",May 31,-,false
733,Tremors,-,-,-,"$16,516",6,"$23,911",Nov 29,Film Movement,false
734,Chained for Life,-,-,-,"$16,456",3,"$17,431",Sep 13,Kino International,false
735,Three Peaks,-,-,-,"$16,216",7,"$16,216",Jun 28,Greenwich Entertainment,false
736,Virginia Minnesota,-,-,-,"$16,118",2,"$16,118",Mar 1,Indican Pictures,false
737,Piercing,-,-,-,"$15,856",18,"$15,856",Feb 1,Greenwich Entertainment,false
738,Starfish,-,-,-,"$15,849",6,"$15,849",Mar 15,Yellow Veil Pictures,false
739,Little Joe,-,-,-,"$15,801",12,"$23,862",Dec 6,Magnolia Pictures,false
740,To the Arctic 3D,-,-,-,"$15,800",52,"$14,560,838",Apr 20,Warner Bros.,false
741,A Private War,-,-,-,"$15,792",865,"$1,633,208",Nov 2,Aviron Pictures,false
742,Airpocalypse,-,-,-,"$15,719",21,"$105,678",Dec 21,China Lion Film Distribution,false
743,Trinity Seven The Movie 2: Heavens Library & Crimson Lord,-,-,-,"$15,712",95,"$15,712",Mar 29,Atlas Distribution Company,false
744,Midnight Family,-,-,-,"$15,537",13,"$42,310",Dec 6,1091 Pictures,false
745,Galapagos,-,-,-,"$15,222",14,"$18,630,372",Oct 29,IMAX,false
746,Funan,-,-,-,"$15,152",5,"$15,152",Jun 7,GKIDS,false
747,El Angel,-,-,-,"$15,127",11,"$109,608",Nov 9,The Orchard,false
748,Wrinkles the Clown,-,-,-,"$14,938",21,"$14,938",Oct 4,Magnolia Pictures,false
749,ZZ Top: That Little Ol' Band from Texas,-,-,-,"$14,879",8,"$14,879",Aug 19,Abramorama,false
750,Frank and Ava,-,-,-,"$14,820",3,"$18,829",Dec 7,Hannover House,false
751,Our Time,-,-,-,"$14,777",4,"$14,777",Jun 14,Monument Releasing,false
752,"The Competition
2019 Re-release",-,-,-,"$14,588",7,"$15,622",Feb 22,Metrograph Pictures,false
753,Boy Erased,-,-,-,"$14,490",672,"$6,788,692",Nov 2,Focus Features,false
754,Combat Obscura,-,-,-,"$14,242",11,"$14,242",Mar 15,Oscilloscope,false
755,Screwball,-,-,-,"$13,967",13,"$13,967",Mar 29,Greenwich Entertainment,false
756,Touch Me Not,-,-,-,"$13,782",1,"$13,782",Jan 11,Kino Lorber,false
757,"My Son
2019 Re-release",-,-,-,"$13,782",5,"$14,450",May 10,Cohen Media Group,false
758,This One's for the Ladies,-,-,-,"$13,688",21,"$13,688",Jun 7,-,false
759,First Man,-,-,-,"$13,510","3,640","$44,936,545",Oct 12,Universal Pictures,false
760,The Cat Rescuers,-,-,-,"$13,384",3,"$31,540",Jul 5,Balcony Releasing,false
761,The House with a Clock in Its Walls,-,-,-,"$13,295","3,592","$68,549,695",Sep 21,Universal Pictures,false
762,Rapid Response,-,-,-,"$13,294",10,"$13,294",Sep 6,Atlas Distribution Company,false
763,Hagazussa,-,-,-,"$13,253",14,"$13,253",Apr 19,Doppelganger Releasing,false
764,The Woman Who Loves Giraffes,-,-,-,"$12,616",22,"$113,858",Oct 4,Zeitgeist Films,false
765,Off Season,-,-,-,"$12,544",2,"$12,544",Mar 15,Indican Pictures,false
766,"The White Sheik
2019 re-release",-,-,-,"$12,384",3,"$50,850",Dec 25,Rialto Pictures,false
767,Journey to the South Pacific,-,-,-,"$12,209",19,"$7,653,913",Nov 27,IMAX,false
768,Bricked,-,-,-,"$12,201",7,"$12,201",Jan 24,GathrFilms,false
769,Zen for Nothing,-,-,-,"$12,107",4,"$12,107",Mar 29,Zeitgeist Films,false
770,Imprisoned,-,-,-,"$12,050",2,"$12,050",Sep 13,Cinema Libre Studio,false
771,Quartet,-,-,-,"$12,042",1,"$12,042",May 3,Cohen Media Group,false
772,"Cassandro, The Exotico!",-,-,-,"$11,897",4,"$11,897",Jul 19,Film Movement,false
773,Liyana,-,-,-,"$11,895",4,"$44,045",Oct 10,Abramorama,false
774,The Charmer,-,-,-,"$11,695",3,"$26,167",Dec 5,Film Movement,false
775,The Disappearance of My Mother,-,-,-,"$11,636",3,"$24,951",Dec 6,Kino Lorber,false
776,Stuffed,-,-,-,"$11,561",3,"$15,532",Oct 16,Music Box Films,false
777,Vision Portraits,-,-,-,"$11,440",3,"$10,771",Aug 9,-,false
778,That Part Feeling - the Universe of Arvo Part,-,-,-,"$11,385",3,"$8,812",Jun 3,Film Movement,false
779,Between the Lines,-,-,-,"$11,366",18,"$15,383",Feb 22,Cohen Media Group,false
780,Yomeddine,-,-,-,"$11,308",4,"$11,308",May 31,Strand Releasing,false
781,In Like Flynn,-,-,-,"$11,255",27,"$11,255",Jan 25,Blue Fox Entertainment,false
782,Made Me Do It,-,-,-,"$11,151",2,"$11,151",Apr 12,Indican Pictures,false
783,Ferrante Fever,-,-,-,"$11,137",3,"$11,137",Mar 8,Greenwich Entertainment,false
784,I Do Not Care If We Go Down in History as Barbarians,-,-,-,"$11,014",2,"$11,307",Jul 19,Big World Pictures,false
785,Suburban Birds,-,-,-,"$10,997",3,"$10,997",Apr 5,The Cinema Guild,false
786,16 Bars,-,-,-,"$10,985",4,"$10,985",Nov 8,Lightyear Entertainment,false
787,If the Dancer Dances,-,-,-,"$10,912",6,"$10,912",Apr 26,Monument Releasing,false
788,"Duet for Cannibals
2019 re-release",-,-,-,"$10,902",4,"$12,962",Nov 22,Metrograph Pictures,false
789,Shooting the Mafia,-,-,-,"$10,793",3,"$10,881",Nov 22,Cohen Media Group,false
790,Angels Are Made Of Light,-,-,-,"$10,697",2,"$7,919",Jul 26,Grasshopper Film,false
791,Daughter of Mine,-,-,-,"$10,628",2,"$10,628",Feb 1,Strand Releasing,false
792,The Eyes of Orson Welles,-,-,-,"$10,253",2,"$10,253",Mar 15,Janus Films,false
793,Round of Your Life,-,-,-,"$10,228",9,"$20,941",Jun 21,Ammo Content,false
794,Around India with a Movie Camera,-,-,-,"$10,101",1,"$10,389",Nov 30,Icarus Films,false
795,Olivia,-,-,-,"$9,934",3,"$9,934",Aug 16,Icarus Films,false
796,Streetwise,-,-,-,"$9,904",1,"$9,904",Jul 19,Janus Films,false
797,Tyrel,-,-,-,"$9,832",5,"$21,456",Dec 7,Magnolia Pictures,false
798,"Fritz Lang's Indian Epic
2019 re-release",-,-,-,"$9,818",1,"$9,345",Sep 27,Film Movement,false
799,"The Spanish Prisoner
2019 Re-release",-,-,-,"$9,589",1,"$9,589",Apr 26,Ammo Content,false
800,Studio 54,-,-,-,"$9,355",14,"$199,767",Oct 5,Zeitgeist Films,false
801,When Lambs Become Lions,-,-,-,"$9,337",2,"$9,337",Nov 22,Oscilloscope,false
802,Cracked Up,-,-,-,"$9,197",1,"$9,197",Sep 13,Abramorama,false
803,Frantz Fanon: Black Skin White Mask,-,-,-,"$9,025",1,"$9,025",Mar 15,Film Movement,false
804,Colossal Youth,-,-,-,"$8,331",1,"$8,331",Aug 3,-,false
805,The Dead Center,-,-,-,"$8,320",10,"$8,320",Oct 11,Arrow Films,false
806,"The Etruscan Smile
2019 release",-,-,-,"$8,213",4,"$8,213",Nov 8,Lightyear Entertainment,false
807,Line of Duty,-,-,-,"$8,207",12,"$8,207",Nov 15,Saban Films,false
808,Grass,-,-,-,"$8,084",2,"$8,084",Apr 19,The Cinema Guild,false
809,"Wings of Desire
2018 Re-release",-,-,-,"$7,947",4,"$123,830",Oct 19,Janus Films,false
810,This Magnificent Cake!,-,-,-,"$7,888",2,"$7,888",Mar 1,GKIDS,false
811,Ghost Fleet,-,-,-,"$7,850",7,"$7,850",Jun 7,Abramorama,false
812,The Plagiarists,-,-,-,"$7,768",1,"$7,768",Jun 28,-,false
813,Gregory's Girl,-,-,-,"$7,710",1,"$7,710",Oct 4,Film Movement,false
814,I'll Take Your Dead,-,-,-,"$7,692",5,"$10,523",Jul 5,Breakthrough Entertainment,false
815,King of Thieves,-,-,-,"$7,518",11,"$7,518",Jan 25,Saban Films,false
816,Life and Nothing More,-,-,-,"$7,488",6,"$24,358",Oct 24,CFI Releasing,false
817,Border,-,-,-,"$7,477",74,"$771,930",Oct 26,Neon,false
818,Beloved Beast,-,-,-,"$7,052",3,"$7,301",Oct 11,Indican Pictures,false
819,Rosie,-,-,-,"$6,839",2,"$6,839",Jul 19,Blue Fox Entertainment,false
820,Genesis,-,-,-,"$6,784",2,"$6,784",Aug 23,Film Movement,false
821,Going Attractions: The Definitive Story of the Movie Palace,-,-,-,"$6,763",6,"$6,763",Oct 24,Passion River Films,false
822,"Dying to Survive
2019 Re-release",-,-,-,"$6,752",2,"$6,752",Aug 9,China Lion Film Distribution,false
823,Hollywould,-,-,-,"$6,598",2,"$11,888",Nov 15,Indican Pictures,false
824,"One Nation, One King",-,-,-,"$6,576",5,"$6,576",Feb 28,Distrib Films,false
825,"Monrovia, Indiana",-,-,-,"$6,457",14,"$63,944",Oct 26,Zipporah Films,false
826,Of Fathers and Sons,-,-,-,"$6,308",6,"$12,579",Nov 16,Kino Lorber,false
827,Under the Eiffel Tower,-,-,-,"$6,291",11,"$6,291",Feb 8,The Orchard,false
828,Patrick the Pug,-,-,-,"$6,290",100,"$6,290",Feb 15,-,false
829,To Be of Service,-,-,-,"$6,173",1,"$6,173",Nov 1,First Run,false
830,The Golden Glove,-,-,-,"$6,160",5,"$6,160",Sep 27,Strand Releasing,false
831,Relaxer,-,-,-,"$6,133",5,"$6,133",Mar 29,Oscilloscope,false
832,The Hottest August,-,-,-,"$6,129",2,"$9,163",Nov 15,Grasshopper Film,false
833,Kedarnath,-,-,-,"$5,751",113,"$901,131",Dec 7,-,false
834,The Meanest Man in Texas,-,-,-,"$5,750",3,"$8,850",May 17,Ammo Content,false
835,Love Goes Public,-,-,-,"$5,700",-,"$5,738",Oct 25,Aspiration Entertainment,false
